id,house_owner,mortgage,value,car_probability
9538,OWNER,LOW,527342,1
9539,OWNER,High,1126624,1
9540,OWNER,Med,260193,4
9541,OWNER,High,530557,1
9542,RENTER,LOW,192142,2
9543,,LOW,664856,1
9544,OWNER,High,644713,2
9545,OWNER,LOW,434735,1
9546,RENTER,LOW,582475,1
9547,OWNER,LOW,236430,3
9548,OWNER,High,527328,1
9549,OWNER,LOW,551505,1
9550,OWNER,High,437771,1
9551,OWNER,LOW,329725,1
9552,OWNER,LOW,372960,1
9553,OWNER,LOW,361553,1
9554,RENTER,LOW,0,7
9555,OWNER,LOW,293319,2
9556,OWNER,LOW,182040,6
9557,OWNER,LOW,278113,3
9558,OWNER,LOW,1040732,1
9559,OWNER,LOW,479207,2
9560,OWNER,LOW,829609,2
9561,OWNER,LOW,429154,1
9562,OWNER,Med,196200,1
9563,OWNER,High,416788,1
9564,OWNER,LOW,301766,6
9565,OWNER,LOW,197388,7
9566,OWNER,LOW,296545,4
9567,OWNER,LOW,1685467,6
9568,OWNER,LOW,285580,1
9569,,LOW,131715,8
9570,OWNER,LOW,221226,5
9571,OWNER,LOW,606283,1
9572,OWNER,LOW,448644,1
9573,OWNER,LOW,165598,1
9574,OWNER,High,982732,1
9575,OWNER,LOW,289068,2
9576,OWNER,Med,336940,3
9577,OWNER,High,2975700,1
9578,OWNER,LOW,373608,5
9579,,LOW,424480,4
9580,OWNER,LOW,0,1
9581,OWNER,High,355612,1
9582,OWNER,LOW,74185,5
9583,OWNER,Med,716784,1
9584,OWNER,High,147150,2
9585,OWNER,LOW,106558,3
9586,OWNER,LOW,1256988,1
9587,OWNER,LOW,0,2
9588,OWNER,High,433656,1
9589,RENTER,LOW,200006,2
9590,OWNER,Med,246609,1
9591,OWNER,High,1953552,2
9592,OWNER,High,692084,2
9593,OWNER,High,340679,2
9594,OWNER,LOW,118810,2
9595,OWNER,LOW,69433,2
9596,OWNER,LOW,92279,5
9597,OWNER,LOW,115823,4
9598,OWNER,LOW,231952,7
9599,OWNER,LOW,580425,1
9600,OWNER,Med,304796,4
9601,OWNER,High,997350,1
9602,OWNER,LOW,939471,2
9603,OWNER,LOW,0,4
9604,OWNER,LOW,844968,2
9605,OWNER,LOW,241217,1
9606,RENTER,LOW,0,7
9607,OWNER,LOW,506577,1
9608,OWNER,LOW,370600,3
9609,OWNER,High,1795121,1
9610,OWNER,Med,387277,1
9611,,LOW,602661,1
9612,OWNER,LOW,487382,2
9613,OWNER,LOW,381021,1
9614,OWNER,LOW,641181,1
9615,RENTER,LOW,222705,2
9616,OWNER,High,1227597,1
9617,OWNER,LOW,179850,2
9618,OWNER,High,779895,1
9619,OWNER,LOW,490870,2
9620,OWNER,High,375221,1
9621,OWNER,LOW,312065,1
9622,OWNER,LOW,582221,1
9623,OWNER,LOW,350925,4
9624,OWNER,LOW,79744,3
9625,OWNER,LOW,586080,1
9626,OWNER,LOW,269698,1
9627,OWNER,LOW,0,2
9628,RENTER,LOW,0,9
9629,OWNER,High,550450,1
9630,OWNER,High,1028742,1
9631,OWNER,Med,300898,1
9632,OWNER,LOW,269730,2
9633,OWNER,High,459762,1
9634,OWNER,LOW,355122,1
9635,OWNER,LOW,0,3
9636,OWNER,LOW,137503,7
9637,OWNER,LOW,536825,1
9638,,LOW,294954,1
9639,OWNER,Med,349644,1
9640,OWNER,LOW,247212,2
9641,OWNER,LOW,354090,1
9642,OWNER,LOW,324120,1
9643,OWNER,High,481801,2
9644,OWNER,Med,345257,1
9645,OWNER,High,1015062,1
9646,,LOW,299205,3
9647,OWNER,Med,637650,2
9648,OWNER,Med,833621,1
9649,OWNER,LOW,346620,1
9650,OWNER,Med,260128,2
9651,OWNER,LOW,204240,4
9652,OWNER,LOW,298590,2
9653,OWNER,Med,348874,1
9654,OWNER,Med,265251,2
9655,OWNER,High,536498,1
9656,RENTER,LOW,949814,1
9657,RENTER,LOW,438340,5
9658,OWNER,LOW,155739,6
9659,OWNER,High,505918,1
9660,OWNER,LOW,178106,2
9661,OWNER,LOW,154910,2
9662,RENTER,LOW,570801,3
9663,OWNER,High,909496,1
9664,OWNER,LOW,809325,1
9665,OWNER,LOW,257839,3
9666,OWNER,LOW,522414,1
9667,OWNER,LOW,535462,1
9668,OWNER,LOW,221651,6
9669,OWNER,Med,713023,1
9670,OWNER,LOW,448440,1
9671,OWNER,LOW,977304,1
9672,OWNER,LOW,98100,3
9673,OWNER,LOW,142441,1
9674,OWNER,LOW,155390,3
9675,OWNER,LOW,322422,5
9676,OWNER,High,461397,2
9677,OWNER,LOW,0,4
9678,OWNER,High,583804,1
9679,OWNER,Med,279585,2
9680,OWNER,LOW,213967,2
9681,,LOW,1689936,2
9682,OWNER,LOW,132435,1
9683,OWNER,LOW,161570,6
9684,,LOW,902890,1
9685,RENTER,LOW,779895,1
9686,OWNER,High,699993,1
9687,OWNER,LOW,204832,2
9688,OWNER,High,743925,1
9689,OWNER,LOW,126547,2
9690,OWNER,High,643361,1
9691,OWNER,LOW,300840,2
9692,OWNER,High,2472120,1
9693,OWNER,Med,776319,1
9694,OWNER,LOW,545196,1
9695,RENTER,LOW,521412,4
9696,OWNER,LOW,4056336,1
9697,OWNER,LOW,667232,1
9698,RENTER,LOW,251641,1
9699,OWNER,LOW,583531,3
9700,OWNER,Med,638631,1
9701,OWNER,High,1395200,1
9702,OWNER,LOW,292043,3
9703,OWNER,Med,331130,3
9704,OWNER,High,4551840,1
9705,OWNER,LOW,212883,5
9706,OWNER,LOW,322291,1
9707,OWNER,LOW,400411,3
9708,OWNER,High,347710,2
9709,OWNER,Med,468498,1
9710,OWNER,Med,239135,6
9711,OWNER,LOW,333812,1
9712,OWNER,High,937879,1
9713,OWNER,LOW,151510,2
9714,OWNER,LOW,1260388,1
9715,OWNER,LOW,346881,1
9716,OWNER,LOW,843660,1
9717,OWNER,LOW,244000,1
9718,OWNER,High,658905,2
9719,OWNER,LOW,176580,4
9720,OWNER,Med,144425,6
9721,OWNER,Med,517968,1
9722,OWNER,LOW,308580,3
9723,OWNER,LOW,118374,2
9724,OWNER,LOW,253940,2
9725,OWNER,Med,629006,1
9726,OWNER,LOW,581983,1
9727,OWNER,LOW,1275463,1
9728,OWNER,LOW,483436,1
9729,OWNER,High,597145,1
9730,,LOW,288455,1
9731,OWNER,LOW,715585,9
9732,OWNER,High,555464,2
9733,OWNER,High,535244,1
9734,OWNER,LOW,186097,3
9735,,LOW,152251,1
9736,OWNER,Med,242307,3
9737,OWNER,LOW,229881,2
9738,OWNER,LOW,683428,5
9739,RENTER,LOW,650795,1
9740,OWNER,Med,409840,1
9741,RENTER,LOW,0,3
9742,OWNER,High,584992,1
9743,OWNER,LOW,553938,1
9744,OWNER,LOW,532798,4
9745,,LOW,0,9
9746,OWNER,Med,248465,2
9747,OWNER,Med,452132,2
9748,OWNER,High,442204,1
9749,OWNER,LOW,371613,5
9750,OWNER,LOW,427018,2
9751,OWNER,LOW,448687,1
9752,OWNER,LOW,213422,2
9753,OWNER,LOW,209716,4
9754,OWNER,LOW,0,3
9755,OWNER,LOW,167009,3
9756,RENTER,LOW,0,1
9757,OWNER,Med,188450,2
9758,OWNER,LOW,201497,6
9759,OWNER,LOW,210500,2
9760,OWNER,LOW,1186029,1
9761,OWNER,High,693621,1
9762,OWNER,LOW,529958,1
9763,OWNER,LOW,0,8
9764,OWNER,High,348930,1
9765,OWNER,LOW,797226,1
9766,OWNER,LOW,636778,2
9767,OWNER,LOW,356275,1
9768,OWNER,LOW,703050,1
9769,OWNER,LOW,1465614,1
9770,OWNER,LOW,187534,2
9771,RENTER,LOW,1025581,1
9772,OWNER,LOW,459108,2
9773,OWNER,LOW,356942,1
9774,OWNER,LOW,178710,3
9775,OWNER,LOW,189280,6
9776,RENTER,LOW,574702,7
9777,OWNER,LOW,953750,1
9778,OWNER,LOW,153839,2
9779,OWNER,High,1022311,1
9780,OWNER,LOW,248029,2
9781,OWNER,Med,319773,2
9782,OWNER,Med,277306,4
9783,OWNER,High,389675,1
9784,OWNER,High,870256,1
9785,OWNER,LOW,428631,1
9786,OWNER,LOW,663428,1
9787,OWNER,LOW,667407,1
9788,OWNER,LOW,180068,3
9789,OWNER,High,866550,1
9790,OWNER,Med,1099210,1
9791,OWNER,High,555464,4
9792,OWNER,LOW,568162,1
9793,OWNER,LOW,1313886,4
9794,OWNER,LOW,373041,3
9795,OWNER,High,650457,1
9796,OWNER,LOW,261436,2
9797,OWNER,LOW,527287,4
9798,OWNER,Med,294627,1
9799,OWNER,LOW,659450,2
9800,OWNER,High,370273,4
9801,OWNER,LOW,431694,1
9802,RENTER,LOW,401774,2
9803,OWNER,LOW,222033,4
9804,OWNER,LOW,228671,2
9805,,LOW,454530,1
9806,,LOW,0,1
9807,OWNER,Med,237156,2
9808,OWNER,High,440255,1
9809,OWNER,LOW,211024,2
9810,OWNER,High,444240,1
9811,OWNER,LOW,180320,2
9812,OWNER,High,238840,2
9813,OWNER,LOW,231396,2
9814,OWNER,LOW,104313,2
9815,OWNER,High,267050,1
9816,OWNER,High,919851,1
9817,OWNER,LOW,422767,1
9818,OWNER,LOW,1229650,1
9819,OWNER,High,408913,2
9820,OWNER,High,1406056,1
9821,,LOW,304314,1
9822,OWNER,High,277470,4
9823,RENTER,LOW,2131168,1
9824,OWNER,LOW,214948,1
9825,OWNER,High,246132,1
9826,OWNER,High,415010,1
9827,OWNER,LOW,0,3
9828,OWNER,LOW,262363,1
9829,OWNER,LOW,0,7
9830,,LOW,861536,1
9831,OWNER,LOW,143520,1
9832,OWNER,LOW,277274,5
9833,OWNER,LOW,195349,2
9834,OWNER,LOW,795198,1
9835,OWNER,LOW,133200,3
9836,OWNER,LOW,288839,1
9837,OWNER,LOW,297035,2
9838,OWNER,LOW,323730,1
9839,OWNER,Med,614978,1
9840,OWNER,LOW,84693,5
9841,OWNER,LOW,299750,1
9842,,LOW,1499066,1
9843,OWNER,LOW,241980,1
9844,OWNER,LOW,601069,1
9845,OWNER,LOW,139860,1
9846,OWNER,High,583542,1
9847,RENTER,LOW,0,2
9848,OWNER,LOW,335220,2
9849,OWNER,LOW,278113,1
9850,OWNER,Med,200821,2
9851,OWNER,LOW,250860,3
9852,OWNER,LOW,945291,1
9853,RENTER,LOW,0,4
9854,OWNER,Med,248672,1
9855,OWNER,LOW,208085,1
9856,OWNER,LOW,610672,3
9857,OWNER,LOW,207100,4
9858,OWNER,High,719400,6
9859,OWNER,LOW,1489103,6
9860,OWNER,LOW,166028,4
9861,OWNER,Med,203830,1
9862,OWNER,Med,669303,1
9863,OWNER,Med,310650,1
9864,OWNER,LOW,284160,3
9865,OWNER,LOW,165462,1
9866,OWNER,Med,370251,2
9867,,LOW,0,3
9868,OWNER,LOW,210424,2
9869,OWNER,High,381718,1
9870,OWNER,LOW,341880,2
9871,OWNER,LOW,187218,1
9872,OWNER,LOW,1416346,1
9873,OWNER,LOW,0,3
9874,OWNER,LOW,305025,2
9875,OWNER,LOW,446464,1
9876,OWNER,LOW,614596,2
9877,OWNER,Med,348919,2
9878,,LOW,0,5
9879,,LOW,0,3
9880,OWNER,LOW,191164,4
9881,OWNER,High,319086,2
9882,OWNER,LOW,150060,2
9883,,LOW,601549,1
9884,RENTER,LOW,3262300,2
9885,OWNER,Med,535626,1
9886,OWNER,LOW,97304,1
9887,OWNER,Med,511210,1
9888,OWNER,High,864751,2
9889,OWNER,LOW,559497,1
9890,OWNER,LOW,301199,1
9891,OWNER,LOW,193420,2
9892,OWNER,High,1679472,1
9893,OWNER,LOW,720708,1
9894,OWNER,LOW,1862592,1
9895,OWNER,LOW,285798,1
9896,OWNER,LOW,1818556,1
9897,OWNER,LOW,145188,4
9898,OWNER,Med,262661,2
9899,OWNER,High,441841,2
9900,OWNER,LOW,164459,3
9901,OWNER,LOW,1207393,1
9902,OWNER,LOW,0,3
9903,OWNER,LOW,417851,3
9904,OWNER,High,571892,2
9905,RENTER,LOW,606092,1
9906,RENTER,LOW,0,4
9907,OWNER,LOW,172307,3
9908,OWNER,LOW,310780,7
9909,OWNER,LOW,307903,2
9910,RENTER,LOW,784800,1
9911,OWNER,LOW,1087122,1
9912,OWNER,LOW,3070399,1
9913,OWNER,LOW,598871,1
9914,OWNER,LOW,0,4
9915,OWNER,High,828846,1
9916,OWNER,LOW,197835,2
9917,OWNER,LOW,470160,3
9918,OWNER,LOW,607958,1
9919,OWNER,LOW,271950,6
9920,OWNER,LOW,207230,4
9921,OWNER,LOW,158935,1
9922,OWNER,LOW,367635,1
9923,OWNER,LOW,91908,6
9924,OWNER,LOW,363951,1
9925,OWNER,LOW,308012,2
9926,OWNER,LOW,251517,2
9927,OWNER,LOW,2000000,1
9928,OWNER,LOW,360136,5
9929,OWNER,LOW,1000000,1
9930,OWNER,Med,266832,2
9931,,LOW,152447,1
9932,OWNER,LOW,763523,1
9933,OWNER,High,569797,2
9934,OWNER,LOW,1671624,1
9935,OWNER,LOW,427280,3
9936,OWNER,LOW,160546,4
9937,OWNER,LOW,314475,2
9938,OWNER,High,617485,1
9939,OWNER,LOW,161425,2
9940,OWNER,LOW,313571,1
9941,OWNER,LOW,269415,1
9942,OWNER,LOW,282495,1
9943,OWNER,LOW,502054,1
9944,OWNER,LOW,188744,2
9945,OWNER,Med,526753,2
9946,OWNER,LOW,244200,2
9947,OWNER,LOW,602661,2
9948,,LOW,519014,3
9949,OWNER,LOW,1926575,1
9950,OWNER,LOW,273372,3
9951,OWNER,High,370698,1
9952,OWNER,High,856107,1
9953,OWNER,LOW,419955,1
9954,OWNER,LOW,189736,4
9955,OWNER,High,855323,2
9956,OWNER,High,332450,2
9957,OWNER,LOW,215623,3
9958,OWNER,LOW,327784,3
9959,OWNER,LOW,577591,1
9960,OWNER,LOW,265981,2
9961,OWNER,LOW,250351,2
9962,OWNER,LOW,363754,1
9963,OWNER,High,1396944,1
9964,OWNER,High,873744,1
9965,OWNER,LOW,0,1
9966,OWNER,LOW,389958,4
9967,OWNER,LOW,650190,4
9968,OWNER,Med,299165,2
9969,OWNER,High,782838,2
9970,OWNER,Med,467642,2
9971,OWNER,Med,248193,1
9972,OWNER,LOW,610945,1
9973,OWNER,LOW,233914,1
9974,OWNER,LOW,1196002,5
9975,OWNER,LOW,817500,1
9976,OWNER,LOW,0,4
9977,OWNER,LOW,216168,5
9978,OWNER,High,824040,2
9979,OWNER,LOW,201650,6
9980,OWNER,LOW,254079,2
9981,OWNER,LOW,304513,8
9982,OWNER,LOW,189810,6
9983,,LOW,0,2
9984,OWNER,LOW,435891,1
9985,OWNER,LOW,364605,4
9986,OWNER,LOW,221208,2
9987,OWNER,LOW,645955,1
9988,OWNER,LOW,926194,1
9989,OWNER,LOW,64353,2
9990,OWNER,Med,296425,2
9991,RENTER,LOW,534764,1
9992,OWNER,LOW,226445,5
9993,OWNER,High,1090872,1
9994,OWNER,LOW,0,2
9995,OWNER,High,518840,1
9996,OWNER,LOW,288617,1
9997,OWNER,High,663810,1
9998,OWNER,LOW,883935,1
9999,OWNER,LOW,317844,4
10000,OWNER,LOW,1755935,1
10001,OWNER,High,511787,3
10002,OWNER,LOW,162911,3
10003,OWNER,Med,635688,1
10004,OWNER,Med,222632,3
10005,OWNER,High,327981,1
10006,OWNER,High,452023,1
10007,OWNER,LOW,430332,3
10008,OWNER,High,5041653,2
10009,OWNER,LOW,945357,7
10010,,LOW,144828,2
10011,OWNER,LOW,5379150,1
10012,,LOW,693567,2
10013,OWNER,LOW,0,2
10014,,LOW,271671,1
10015,OWNER,LOW,575520,1
10016,OWNER,Med,299041,3
10017,OWNER,LOW,333431,1
10018,OWNER,High,759593,1
10019,OWNER,High,302747,1
10020,OWNER,LOW,324820,2
10021,,LOW,0,9
10022,RENTER,LOW,343905,1
10023,OWNER,High,502599,1
10024,OWNER,LOW,0,5
10025,OWNER,High,577002,1
10026,RENTER,LOW,350571,6
10027,OWNER,LOW,286844,3
10028,OWNER,Med,409698,6
10029,OWNER,LOW,195328,4
10030,OWNER,LOW,614215,1
10031,OWNER,LOW,0,4
10032,OWNER,LOW,233096,3
10033,OWNER,LOW,484614,4
10034,OWNER,High,6337423,1
10035,OWNER,High,437645,6
10036,OWNER,LOW,484548,1
10037,OWNER,LOW,162911,3
10038,OWNER,LOW,547465,1
10039,OWNER,LOW,547221,1
10040,RENTER,LOW,273861,2
10041,OWNER,LOW,2082990,1
10042,OWNER,LOW,155739,5
10043,,LOW,694389,1
10044,OWNER,LOW,88486,2
10045,OWNER,High,792484,1
10046,OWNER,LOW,484614,2
10047,OWNER,LOW,149635,4
10048,OWNER,LOW,2749350,1
10049,OWNER,High,414603,3
10050,OWNER,Med,434452,1
10051,OWNER,LOW,350980,1
10052,OWNER,LOW,436000,3
10053,OWNER,LOW,295182,2
10054,OWNER,High,2095961,1
10055,OWNER,Med,323076,5
10056,OWNER,Med,301930,1
10057,OWNER,LOW,622710,1
10058,OWNER,LOW,211111,4
10059,OWNER,Med,299096,2
10060,OWNER,Med,518404,1
10061,OWNER,LOW,196200,1
10062,OWNER,LOW,265349,2
10063,OWNER,LOW,158050,2
10064,OWNER,Med,435367,1
10065,OWNER,High,643100,1
10066,RENTER,LOW,708691,1
10067,OWNER,LOW,741483,1
10068,OWNER,LOW,499765,1
10069,OWNER,LOW,978013,1
10070,OWNER,LOW,288904,3
10071,,LOW,739674,1
10072,OWNER,High,403610,1
10073,OWNER,Med,464667,3
10074,OWNER,Med,1267670,1
10075,OWNER,LOW,323664,2
10076,OWNER,LOW,670840,1
10077,OWNER,Med,372660,1
10078,OWNER,LOW,274124,1
10079,OWNER,High,2000000,1
10080,OWNER,LOW,376507,2
10081,OWNER,LOW,209716,4
10082,OWNER,LOW,360484,1
10083,OWNER,Med,558516,1
10084,OWNER,LOW,137034,1
10085,OWNER,Med,374070,2
10086,OWNER,LOW,1435257,1
10087,OWNER,Med,779153,1
10088,OWNER,LOW,515679,1
10089,OWNER,LOW,308164,1
10090,OWNER,Med,361008,3
10091,OWNER,Med,697000,2
10092,OWNER,High,476875,1
10093,OWNER,High,946992,1
10094,OWNER,High,302475,1
10095,OWNER,LOW,2500000,1
10096,OWNER,LOW,306072,3
10097,OWNER,LOW,620210,1
10098,OWNER,High,417143,3
10099,OWNER,LOW,496713,1
10100,OWNER,High,752427,1
10101,OWNER,Med,322465,1
10102,OWNER,LOW,1256279,1
10103,OWNER,Med,310922,2
10104,OWNER,LOW,98100,1
10105,OWNER,LOW,0,2
10106,RENTER,LOW,0,6
10107,OWNER,LOW,1964725,1
10108,OWNER,Med,731030,4
10109,OWNER,LOW,204832,3
10110,OWNER,LOW,338118,2
10111,OWNER,LOW,165543,1
10112,OWNER,High,433275,1
10113,OWNER,Med,1003802,1
10114,OWNER,LOW,290820,1
10115,OWNER,LOW,272500,6
10116,OWNER,LOW,322552,2
10117,OWNER,LOW,269055,5
10118,OWNER,High,1738659,1
10119,OWNER,Med,208833,3
10120,OWNER,High,626651,1
10121,OWNER,LOW,845033,2
10122,OWNER,High,350925,1
10123,RENTER,LOW,0,5
10124,RENTER,LOW,318399,1
10125,OWNER,High,513172,1
10126,OWNER,Med,542329,1
10127,OWNER,Med,323403,1
10128,,LOW,632690,2
10129,OWNER,High,514654,1
10130,OWNER,High,371123,1
10131,OWNER,LOW,0,3
10132,OWNER,LOW,748612,1
10133,OWNER,LOW,524769,1
10134,OWNER,High,576501,2
10135,OWNER,High,667954,1
10136,OWNER,LOW,689970,2
10137,OWNER,LOW,164280,2
10138,OWNER,LOW,125430,1
10139,OWNER,High,454671,1
10140,OWNER,High,354250,1
10141,OWNER,LOW,170040,4
10142,OWNER,LOW,622226,1
10143,OWNER,LOW,279792,5
10144,OWNER,High,606585,2
10145,OWNER,LOW,208299,2
10146,OWNER,LOW,549676,1
10147,OWNER,LOW,255419,1
10148,OWNER,High,540749,2
10149,OWNER,LOW,235004,2
10150,OWNER,LOW,816078,1
10151,OWNER,High,332668,2
10152,OWNER,High,316100,2
10153,OWNER,LOW,396106,1
10154,OWNER,LOW,0,4
10155,OWNER,LOW,0,2
10156,OWNER,High,632200,1
10157,RENTER,LOW,308817,2
10158,OWNER,Med,206271,4
10159,OWNER,LOW,425590,5
10160,OWNER,High,506850,1
10161,OWNER,LOW,185131,5
10162,OWNER,LOW,168512,4
10163,OWNER,Med,238012,1
10164,OWNER,LOW,151467,3
10165,RENTER,LOW,153802,3
10166,OWNER,High,512300,1
10167,RENTER,LOW,166116,3
10168,OWNER,High,1096137,1
10169,OWNER,High,346301,4
10170,OWNER,LOW,1032448,1
10171,OWNER,Med,1379940,1
10172,OWNER,LOW,506196,1
10173,OWNER,LOW,429732,3
10174,OWNER,High,305200,2
10175,OWNER,Med,200124,2
10176,OWNER,Med,183708,2
10177,OWNER,Med,230637,5
10178,OWNER,Med,274680,1
10179,OWNER,LOW,135508,6
10180,OWNER,High,388585,1
10181,OWNER,High,482652,2
10182,OWNER,High,292992,6
10183,OWNER,Med,331629,2
10184,,LOW,310706,1
10185,OWNER,Med,592306,1
10186,OWNER,High,313014,2
10187,OWNER,LOW,244269,2
10188,OWNER,LOW,0,4
10189,OWNER,High,690624,4
10190,OWNER,LOW,154998,6
10191,OWNER,High,512300,1
10192,OWNER,High,1166409,1
10193,OWNER,High,316358,2
10194,,LOW,296501,2
10195,OWNER,LOW,166500,7
10196,,LOW,231590,1
10197,OWNER,High,395670,1
10198,OWNER,High,397900,1
10199,OWNER,LOW,169778,2
10200,OWNER,Med,274331,2
10201,OWNER,High,314835,1
10202,OWNER,LOW,407692,8
10203,OWNER,Med,190641,7
10204,OWNER,LOW,242824,3
10205,,LOW,248138,1
10206,OWNER,High,387331,1
10207,OWNER,Med,351592,2
10208,OWNER,Med,221349,3
10209,OWNER,LOW,608220,1
10210,OWNER,High,258984,1
10211,OWNER,LOW,198717,4
10212,OWNER,Med,229761,1
10213,OWNER,Med,170179,3
10214,OWNER,LOW,77280,8
10215,OWNER,Med,143117,2
10216,OWNER,High,363733,2
10217,RENTER,LOW,479480,6
10218,OWNER,Med,170258,5
10219,OWNER,Med,166658,1
10220,OWNER,High,460974,1
10221,OWNER,LOW,146006,3
10222,OWNER,Med,160546,2
10223,OWNER,LOW,374567,4
10224,OWNER,High,414200,7
10225,OWNER,High,610400,3
10226,OWNER,Med,255441,3
10227,OWNER,LOW,381282,1
10228,OWNER,High,352266,1
10229,OWNER,LOW,76518,1
10230,OWNER,Med,256586,1
10231,OWNER,High,353160,4
10232,OWNER,High,426859,1
10233,OWNER,LOW,451096,1
10234,OWNER,LOW,402896,2
10235,OWNER,LOW,753244,5
10236,OWNER,High,568162,2
10237,OWNER,High,550014,1
10238,OWNER,LOW,519480,3
10239,OWNER,LOW,486183,5
10240,OWNER,LOW,408750,1
10241,OWNER,High,819680,1
10242,OWNER,LOW,174536,8
10243,OWNER,High,947646,1
10244,OWNER,High,383538,2
10245,OWNER,High,62435,4
10246,OWNER,LOW,0,6
10247,,LOW,133328,3
10248,OWNER,LOW,116957,3
10249,OWNER,Med,267883,1
10250,,LOW,341715,4
10251,OWNER,LOW,214250,2
10252,OWNER,High,380410,1
10253,OWNER,LOW,627022,2
10254,OWNER,High,419998,1
10255,OWNER,LOW,117720,7
10256,OWNER,High,429021,1
10257,OWNER,LOW,286517,1
10258,OWNER,High,391954,1
10259,OWNER,LOW,249958,2
10260,OWNER,LOW,124685,6
10261,OWNER,Med,180852,4
10262,RENTER,LOW,337966,1
10263,OWNER,LOW,180438,2
10264,RENTER,LOW,177511,2
10265,OWNER,High,381500,1
10266,OWNER,Med,207536,2
10267,OWNER,LOW,186477,3
10268,OWNER,LOW,1198073,2
10269,OWNER,LOW,162115,7
10270,OWNER,High,514207,2
10271,OWNER,LOW,228900,3
10272,OWNER,Med,346881,2
10273,OWNER,Med,277950,3
10274,OWNER,Med,350413,5
10275,OWNER,Med,214185,2
10276,OWNER,LOW,70931,2
10277,OWNER,High,272472,3
10278,,LOW,238436,1
10279,OWNER,LOW,160687,2
10280,RENTER,LOW,208320,7
10281,OWNER,High,282359,2
10282,OWNER,Med,209265,2
10283,OWNER,High,441166,2
10284,OWNER,High,361335,1
10285,RENTER,LOW,0,2
10286,OWNER,High,483415,1
10287,OWNER,LOW,254686,1
10288,OWNER,LOW,141449,3
10289,OWNER,Med,213574,6
10290,OWNER,LOW,507667,1
10291,OWNER,LOW,420992,5
10292,OWNER,High,511705,7
10293,,LOW,761600,1
10294,OWNER,High,378796,1
10295,OWNER,Med,272207,1
10296,OWNER,High,319864,1
10297,OWNER,High,510692,2
10298,OWNER,LOW,252291,2
10299,RENTER,LOW,205712,1
10300,OWNER,High,702561,6
10301,OWNER,Med,243358,2
10302,OWNER,High,1166300,1
10303,OWNER,High,370600,2
10304,OWNER,High,411366,1
10305,RENTER,LOW,248379,1
10306,OWNER,High,437220,2
10307,OWNER,Med,208386,1
10308,OWNER,High,331142,1
10309,OWNER,High,336483,2
10310,OWNER,High,1353344,1
10311,OWNER,High,817936,5
10312,OWNER,Med,170791,6
10313,OWNER,High,256150,4
10314,OWNER,High,736011,1
10315,OWNER,Med,188470,2
10316,OWNER,High,460546,3
10317,OWNER,LOW,109327,3
10318,OWNER,High,983997,3
10319,OWNER,Med,170857,2
10320,OWNER,LOW,402210,1
10321,,LOW,756743,7
10322,OWNER,High,848368,1
10323,OWNER,High,1139867,1
10324,OWNER,High,423846,1
10325,OWNER,LOW,357966,3
10326,OWNER,High,361040,2
10327,OWNER,High,309778,1
10328,OWNER,Med,347470,1
10329,OWNER,Med,242307,2
10330,,LOW,432065,2
10331,OWNER,Med,248356,6
10332,OWNER,LOW,253697,5
10333,OWNER,Med,312576,1
10334,OWNER,LOW,423007,1
10335,OWNER,Med,182727,1
10336,OWNER,High,825075,1
10337,OWNER,High,369782,1
10338,OWNER,Med,379756,6
10339,OWNER,High,419769,5
10340,OWNER,High,259834,8
10341,OWNER,LOW,518404,3
10342,,LOW,146343,1
10343,OWNER,Med,359046,2
10344,OWNER,Med,421110,2
10345,,LOW,0,9
10346,OWNER,Med,284762,2
10347,OWNER,LOW,320460,2
10348,OWNER,High,302148,3
10349,RENTER,LOW,0,2
10350,,LOW,0,2
10351,OWNER,High,685610,3
10352,OWNER,LOW,218098,8
10353,OWNER,High,287520,1
10354,OWNER,LOW,289940,1
10355,RENTER,LOW,155652,2
10356,OWNER,High,302006,1
10357,OWNER,Med,181376,6
10358,OWNER,High,439379,2
10359,OWNER,High,568340,2
10360,OWNER,LOW,170081,7
10361,OWNER,Med,268194,1
10362,OWNER,Med,219526,2
10363,OWNER,Med,179446,6
10364,OWNER,Med,260484,1
10365,RENTER,LOW,746432,1
10366,OWNER,Med,203846,3
10367,OWNER,Med,197835,2
10368,OWNER,Med,211503,2
10369,OWNER,LOW,344265,3
10370,OWNER,Med,452786,2
10371,OWNER,LOW,316274,2
10372,OWNER,High,275061,1
10373,OWNER,LOW,116575,7
10374,OWNER,LOW,719759,1
10375,OWNER,LOW,141122,1
10376,,LOW,879281,1
10377,OWNER,High,765180,2
10378,OWNER,LOW,257904,1
10379,OWNER,High,468836,1
10380,,LOW,0,2
10381,OWNER,Med,341061,1
10382,OWNER,High,377685,1
10383,OWNER,High,464067,2
10384,OWNER,Med,305312,4
10385,OWNER,Med,232824,6
10386,OWNER,LOW,0,2
10387,RENTER,LOW,604950,3
10388,OWNER,LOW,115245,2
10389,OWNER,Med,257479,2
10390,OWNER,Med,140337,2
10391,OWNER,High,462160,2
10392,OWNER,Med,252328,2
10393,OWNER,Med,176580,2
10394,OWNER,LOW,534405,1
10395,OWNER,LOW,761920,1
10396,OWNER,LOW,0,5
10397,OWNER,Med,403683,1
10398,OWNER,LOW,724830,1
10399,OWNER,LOW,0,7
10400,OWNER,LOW,184631,1
10401,OWNER,High,493933,2
